dataSeq,일자,수압계
1772,2026-05-17 04:58:35,3.606
1773,2026-05-17 04:58:45,3.549
1774,2026-05-17 04:58:55,4.86
1775,2026-05-17 04:59:05,3.909
1776,2026-05-17 04:59:15,3.475
1777,2026-05-17 04:59:25,4.172
1778,2026-05-17 04:59:35,3.68
1779,2026-05-17 04:59:45,4.147
1780,2026-05-17 04:59:55,4.18
1781,2026-05-17 05:00:05,3.934
1782,2026-05-17 05:00:15,3.934
1783,2026-05-17 05:00:25,4.139
1784,2026-05-17 05:00:35,3.557
1785,2026-05-17 05:00:45,3.901
1786,2026-05-17 05:00:55,4.237
1787,2026-05-17 05:01:05,4.254
1788,2026-05-17 05:01:15,3.877
1789,2026-05-17 05:01:25,3.721
1790,2026-05-17 05:01:35,3.54
1791,2026-05-17 05:01:45,4.426
1792,2026-05-17 05:01:55,4.221
1793,2026-05-17 05:02:05,3.909
1794,2026-05-17 05:02:15,3.909
1795,2026-05-17 05:02:25,3.926
1796,2026-05-17 05:02:35,3.942
1797,2026-05-17 05:02:45,4.016
1798,2026-05-17 05:02:55,3.754
1799,2026-05-17 05:03:05,4.254
1800,2026-05-17 05:03:15,4.204
1801,2026-05-17 05:03:25,3.524
1802,2026-05-17 05:03:35,3.999
1803,2026-05-17 05:03:45,4.245
1804,2026-05-17 05:03:55,4.409
1805,2026-05-17 05:04:05,3.795
1806,2026-05-17 05:04:15,3.418
1807,2026-05-17 05:04:35,4.18
1808,2026-05-17 05:04:45,3.967
1809,2026-05-17 05:04:55,4.229
1810,2026-05-17 05:05:05,4.327
1811,2026-05-17 05:05:15,3.918
1812,2026-05-17 05:05:25,3.54
1813,2026-05-17 05:05:35,3.614
1814,2026-05-17 05:05:45,4.688
1815,2026-05-17 05:05:55,4.049
1816,2026-05-17 05:06:05,3.54
1817,2026-05-17 05:06:15,4.172
1818,2026-05-17 05:06:25,3.983
1819,2026-05-17 05:06:35,3.934
1820,2026-05-17 05:06:45,3.86
1821,2026-05-17 05:06:55,4.106
1822,2026-05-17 05:07:05,4.311
1823,2026-05-17 05:07:15,3.54
1824,2026-05-17 05:07:35,4.36
1825,2026-05-17 05:07:45,3.778
1826,2026-05-17 05:07:55,4.016
1827,2026-05-17 05:08:05,3.68
1828,2026-05-17 05:08:15,3.942
1829,2026-05-17 05:08:25,4.655
1830,2026-05-17 05:08:35,3.803
1831,2026-05-17 05:08:45,3.688
1832,2026-05-17 05:08:55,3.655
1833,2026-05-17 05:09:05,3.655
1834,2026-05-17 05:09:15,4.442
1835,2026-05-17 05:09:25,4.188
1836,2026-05-17 05:09:35,3.754
1837,2026-05-17 05:09:45,4.106
1838,2026-05-17 05:09:55,3.901
1839,2026-05-17 05:10:05,3.696
1840,2026-05-17 05:10:15,4.106
1841,2026-05-17 05:10:35,4.237
1842,2026-05-17 05:10:45,4.057
1843,2026-05-17 05:10:55,3.344
1844,2026-05-17 05:11:05,3.532
1845,2026-05-17 05:11:15,4.295
1846,2026-05-17 05:11:25,4.032
1847,2026-05-17 05:11:35,4.131
1848,2026-05-17 05:11:45,4.213
1849,2026-05-17 05:11:55,3.598
1850,2026-05-17 05:12:05,3.606
1851,2026-05-17 05:12:15,3.713
1852,2026-05-17 05:12:25,4.459
1853,2026-05-17 05:12:35,4.377
1854,2026-05-17 05:12:45,3.77
1855,2026-05-17 05:12:55,3.688
1856,2026-05-17 05:13:05,3.811
1857,2026-05-17 05:13:15,4.106
1858,2026-05-17 05:13:25,4.172
1859,2026-05-17 05:13:35,4.122
1860,2026-05-17 05:13:45,3.868
1861,2026-05-17 05:13:55,3.68
1862,2026-05-17 05:14:05,3.721
1863,2026-05-17 05:14:15,3.795
1864,2026-05-17 05:14:25,4.057
1865,2026-05-17 05:14:35,4.418
1866,2026-05-17 05:14:45,3.631
1867,2026-05-17 05:14:55,3.696
1868,2026-05-17 05:15:05,3.967
1869,2026-05-17 05:15:15,4.04
1870,2026-05-17 05:15:25,4.213
1871,2026-05-17 05:15:35,3.77
1872,2026-05-17 05:15:45,3.836
1873,2026-05-17 05:15:55,3.967
1874,2026-05-17 05:16:05,3.508
1875,2026-05-17 05:16:15,4.073
1876,2026-05-17 05:16:25,4.311
1877,2026-05-17 05:16:35,3.786
1878,2026-05-17 05:16:45,3.754
1879,2026-05-17 05:16:55,3.844
1880,2026-05-17 05:17:05,4.131
1881,2026-05-17 05:17:15,3.918
1882,2026-05-17 05:17:25,4.09
1883,2026-05-17 05:17:35,3.868
1884,2026-05-17 05:17:45,3.614
1885,2026-05-17 05:17:55,3.762
1886,2026-05-17 05:18:05,4.131
1887,2026-05-17 05:18:15,4.106
1888,2026-05-17 05:18:25,3.713
1889,2026-05-17 05:18:35,4.147
1890,2026-05-17 05:18:45,3.885
1891,2026-05-17 05:18:55,3.311
1892,2026-05-17 05:19:05,3.77
1893,2026-05-17 05:19:15,3.893
1894,2026-05-17 05:19:35,4.049
1895,2026-05-17 05:19:45,3.934
1896,2026-05-17 05:19:55,3.672
1897,2026-05-17 05:20:05,4.336
1898,2026-05-17 05:20:15,4.147
1899,2026-05-17 05:20:25,3.467
1900,2026-05-17 05:20:35,4.606
1901,2026-05-17 05:20:45,4.868
1902,2026-05-17 05:20:55,4.409
1903,2026-05-17 05:21:05,4.081
1904,2026-05-17 05:21:15,3.827
1905,2026-05-17 05:21:25,3.639
1906,2026-05-17 05:21:35,3.745
1907,2026-05-17 05:21:45,3.959
1908,2026-05-17 05:21:55,4.147
1909,2026-05-17 05:22:05,4.352
1910,2026-05-17 05:22:15,3.713
1911,2026-05-17 05:22:25,3.54
1912,2026-05-17 05:22:35,3.786
1913,2026-05-17 05:22:45,3.754
1914,2026-05-17 05:22:55,3.983
1915,2026-05-17 05:23:05,3.754
1916,2026-05-17 05:23:15,3.909
1917,2026-05-17 05:23:25,3.95
1918,2026-05-17 05:23:35,3.229
1919,2026-05-17 05:23:45,4.04
1920,2026-05-17 05:23:55,4.188
1921,2026-05-17 05:24:05,3.532
1922,2026-05-17 05:24:15,3.524
1923,2026-05-17 05:24:25,3.778
1924,2026-05-17 05:24:35,3.598
1925,2026-05-17 05:24:45,4.016
1926,2026-05-17 05:24:55,4.073
1927,2026-05-17 05:25:05,3.999
1928,2026-05-17 05:25:15,3.762
1929,2026-05-17 05:25:25,3.663
1930,2026-05-17 05:25:35,3.704
1931,2026-05-17 05:25:45,4.336
1932,2026-05-17 05:25:55,3.688
1933,2026-05-17 05:26:05,4.409
1934,2026-05-17 05:26:15,4.131
1935,2026-05-17 05:26:25,3.483
1936,2026-05-17 05:26:35,3.213
1937,2026-05-17 05:26:45,3.459
1938,2026-05-17 05:26:55,4.426
1939,2026-05-17 05:27:05,3.999
1940,2026-05-17 05:27:15,3.77
1941,2026-05-17 05:27:25,3.516
1942,2026-05-17 05:27:35,3.786
1943,2026-05-17 05:27:45,3.672
1944,2026-05-17 05:27:55,3.54
1945,2026-05-17 05:28:05,3.811
1946,2026-05-17 05:28:15,3.983
1947,2026-05-17 05:28:25,3.934
1948,2026-05-17 05:28:35,3.663
1949,2026-05-17 05:28:45,3.836
1950,2026-05-17 05:28:55,3.811
1951,2026-05-17 05:29:05,3.655
1952,2026-05-17 05:29:15,3.762
1953,2026-05-17 05:29:25,4.254
1954,2026-05-17 05:29:35,3.663
1955,2026-05-17 05:29:45,3.426
1956,2026-05-17 05:29:55,3.86
1957,2026-05-17 05:30:05,3.893
1958,2026-05-17 05:30:15,3.581
1959,2026-05-17 05:30:25,4.09
1960,2026-05-17 05:30:35,3.918
1961,2026-05-17 05:30:45,3.459
1962,2026-05-17 05:30:55,4.008
1963,2026-05-17 05:31:05,3.581
1964,2026-05-17 05:31:15,3.786
1965,2026-05-17 05:31:25,3.262
1966,2026-05-17 05:31:35,3.254
1967,2026-05-17 05:31:45,4.18
1968,2026-05-17 05:31:55,3.95
1969,2026-05-17 05:32:05,3.647
1970,2026-05-17 05:32:15,3.975
1971,2026-05-17 05:32:25,3.532
1972,2026-05-17 05:32:35,3.663
1973,2026-05-17 05:32:45,3.213
1974,2026-05-17 05:32:55,3.745
1975,2026-05-17 05:33:05,4.18
1976,2026-05-17 05:33:15,3.852
1977,2026-05-17 05:33:25,3.295
1978,2026-05-17 05:33:35,3.606
1979,2026-05-17 05:33:45,3.926
1980,2026-05-17 05:33:55,3.868
1981,2026-05-17 05:34:05,3.483
1982,2026-05-17 05:34:15,3.426
1983,2026-05-17 05:34:25,3.983
1984,2026-05-17 05:34:35,3.975
1985,2026-05-17 05:34:45,3.18
1986,2026-05-17 05:34:55,3.614
1987,2026-05-17 05:35:05,3.131
1988,2026-05-17 05:35:15,3.319
1989,2026-05-17 05:35:25,3.696
1990,2026-05-17 05:35:35,3.877
1991,2026-05-17 05:35:45,3.762
1992,2026-05-17 05:35:55,3.114
1993,2026-05-17 05:36:05,3.172
1994,2026-05-17 05:36:15,3.926
1995,2026-05-17 05:36:25,3.196
1996,2026-05-17 05:36:35,3.319
1997,2026-05-17 05:36:45,3.409
1998,2026-05-17 05:36:55,3.68
1999,2026-05-17 05:37:05,3.762
2000,2026-05-17 05:37:15,3.303
2001,2026-05-17 05:37:35,3.573
2002,2026-05-17 05:37:45,3.606
2003,2026-05-17 05:37:55,2.918
2004,2026-05-17 05:38:05,3.311
2005,2026-05-17 05:38:15,3.868
2006,2026-05-17 05:38:25,3.368
2007,2026-05-17 05:38:35,3.688
2008,2026-05-17 05:38:45,3.073
2009,2026-05-17 05:38:55,3.008
2010,2026-05-17 05:39:05,3.901
2011,2026-05-17 05:39:15,3.45
2012,2026-05-17 05:39:25,3.221
2013,2026-05-17 05:39:35,3.229
2014,2026-05-17 05:39:45,3.836
2015,2026-05-17 05:39:55,3.704
2016,2026-05-17 05:40:05,3.188
2017,2026-05-17 05:40:15,3.327
2018,2026-05-17 05:40:35,3.811
2019,2026-05-17 05:40:45,3.467
2020,2026-05-17 05:40:55,2.852
2021,2026-05-17 05:41:05,3.327
2022,2026-05-17 05:41:15,3.483
2023,2026-05-17 05:41:25,3.516
2024,2026-05-17 05:41:35,3.122
2025,2026-05-17 05:41:45,3.631
2026,2026-05-17 05:41:55,4.032
2027,2026-05-17 05:42:05,3.696
2028,2026-05-17 05:42:15,2.819
2029,2026-05-17 05:42:25,3.45
2030,2026-05-17 05:42:35,3.786
2031,2026-05-17 05:42:45,3.778
2032,2026-05-17 05:42:55,3.319
2033,2026-05-17 05:43:05,3.434
2034,2026-05-17 05:43:15,3.336
2035,2026-05-17 05:43:25,3.352
2036,2026-05-17 05:43:35,3.418
2037,2026-05-17 05:43:45,3.713
2038,2026-05-17 05:43:55,4.393
2039,2026-05-17 05:44:05,4.409
2040,2026-05-17 05:44:15,3.524
2041,2026-05-17 05:44:25,3.254
2042,2026-05-17 05:44:35,3.737
2043,2026-05-17 05:44:45,4.114
2044,2026-05-17 05:44:55,3.762
2045,2026-05-17 05:45:05,3.188
2046,2026-05-17 05:45:15,3.565
2047,2026-05-17 05:45:25,3.786
2048,2026-05-17 05:45:35,3.918
2049,2026-05-17 05:45:45,4.204
2050,2026-05-17 05:45:55,3.877
2051,2026-05-17 05:46:05,3.836
2052,2026-05-17 05:46:15,3.516
2053,2026-05-17 05:46:25,2.975
2054,2026-05-17 05:46:35,3.713
2055,2026-05-17 05:46:45,4.196
2056,2026-05-17 05:46:55,3.45
2057,2026-05-17 05:47:05,3.393
2058,2026-05-17 05:47:15,3.795
2059,2026-05-17 05:47:25,3.868
2060,2026-05-17 05:47:35,4.409
2061,2026-05-17 05:47:45,3.877
2062,2026-05-17 05:47:55,4.098
2063,2026-05-17 05:48:05,3.926
2064,2026-05-17 05:48:15,3.426
2065,2026-05-17 05:48:25,3.909
2066,2026-05-17 05:48:35,3.713
2067,2026-05-17 05:48:45,5
2068,2026-05-17 05:48:55,3.278
2069,2026-05-17 05:49:05,4.139
2070,2026-05-17 05:49:15,3.885
2071,2026-05-17 05:49:35,3.729
2072,2026-05-17 05:49:45,3.467
2073,2026-05-17 05:49:55,4.016
2074,2026-05-17 05:50:05,3.729
2075,2026-05-17 05:50:15,2.983
2076,2026-05-17 05:50:25,3.418
2077,2026-05-17 05:50:35,4.204
2078,2026-05-17 05:50:45,4.27
2079,2026-05-17 05:50:55,3.795
2080,2026-05-17 05:51:05,3.778
2081,2026-05-17 05:51:15,3.008
2082,2026-05-17 05:51:25,3.918
2083,2026-05-17 05:51:35,3.713
2084,2026-05-17 05:51:45,4.016
2085,2026-05-17 05:51:55,3.713
2086,2026-05-17 05:52:05,3.942
2087,2026-05-17 05:52:15,3.704
2088,2026-05-17 05:52:35,3.704
2089,2026-05-17 05:52:45,4.262
2090,2026-05-17 05:52:55,4.155
2091,2026-05-17 05:53:05,3.737
2092,2026-05-17 05:53:15,2.901
2093,2026-05-17 05:53:25,3.713
2094,2026-05-17 05:53:35,4.352
2095,2026-05-17 05:53:45,4.131
2096,2026-05-17 05:53:55,3.696
2097,2026-05-17 05:54:05,3.377
2098,2026-05-17 05:54:15,3.975
2099,2026-05-17 05:54:25,4.122
2100,2026-05-17 05:54:35,4.188
2101,2026-05-17 05:54:45,3.901
2102,2026-05-17 05:54:55,3.573
2103,2026-05-17 05:55:05,3.959
2104,2026-05-17 05:55:15,3.532
2105,2026-05-17 05:55:25,3.442
2106,2026-05-17 05:55:35,4.385
2107,2026-05-17 05:55:45,4.319
2108,2026-05-17 05:55:55,4.254
2109,2026-05-17 05:56:05,3.336
2110,2026-05-17 05:56:15,3.024
2111,2026-05-17 05:56:25,3.631
2112,2026-05-17 05:56:35,4.303
2113,2026-05-17 05:56:45,3.77
2114,2026-05-17 05:56:55,3.95
2115,2026-05-17 05:57:05,3.36
2116,2026-05-17 05:57:15,3.303
2117,2026-05-17 05:57:25,3.795
2118,2026-05-17 05:57:35,3.852
2119,2026-05-17 05:57:45,3.819
2120,2026-05-17 05:57:55,4.131
2121,2026-05-17 05:58:05,3.467
2122,2026-05-17 05:58:15,3.295
2123,2026-05-17 05:58:25,3.672
2124,2026-05-17 05:58:35,4.221
2125,2026-05-17 05:58:45,3.713
2126,2026-05-17 05:58:55,3.762
2127,2026-05-17 05:59:05,3.704
2128,2026-05-17 05:59:15,3.532
2129,2026-05-17 05:59:25,3.713
2130,2026-05-17 05:59:35,3.844
2131,2026-05-17 05:59:45,3.778
2132,2026-05-17 05:59:55,4.032
2133,2026-05-17 06:00:05,3.36
2134,2026-05-17 06:00:15,3.467
2135,2026-05-17 06:00:25,3.934
2136,2026-05-17 06:00:35,4.032
2137,2026-05-17 06:00:45,3.647
2138,2026-05-17 06:00:55,3.688
2139,2026-05-17 06:01:05,3.573
2140,2026-05-17 06:01:15,3.352
2141,2026-05-17 06:01:35,4.024
2142,2026-05-17 06:01:45,4.04
2143,2026-05-17 06:01:55,3.811
2144,2026-05-17 06:02:05,3.352
2145,2026-05-17 06:02:15,3.868
2146,2026-05-17 06:02:25,4.09
2147,2026-05-17 06:02:35,4.204
2148,2026-05-17 06:02:45,3.344
2149,2026-05-17 06:02:55,3.434
2150,2026-05-17 06:03:05,3.811
2151,2026-05-17 06:03:15,3.344
2152,2026-05-17 06:03:25,3.893
2153,2026-05-17 06:03:35,3.999
2154,2026-05-17 06:03:45,3.926
2155,2026-05-17 06:03:55,3.295
2156,2026-05-17 06:04:05,3.344
2157,2026-05-17 06:04:15,4.016
2158,2026-05-17 06:04:35,4.336
2159,2026-05-17 06:04:45,3.688
2160,2026-05-17 06:04:55,3.614
2161,2026-05-17 06:05:05,3.524
2162,2026-05-17 06:05:15,3.516
2163,2026-05-17 06:05:25,3.803
2164,2026-05-17 06:05:35,4.598
2165,2026-05-17 06:05:45,3.59
2166,2026-05-17 06:05:55,3.508
2167,2026-05-17 06:06:05,2.811
2168,2026-05-17 06:06:15,4.163
2169,2026-05-17 06:06:25,4.606
2170,2026-05-17 06:06:35,3.893
2171,2026-05-17 06:06:45,3.073
2172,2026-05-17 06:06:55,3.385
2173,2026-05-17 06:07:05,3.688
2174,2026-05-17 06:07:15,3.942
2175,2026-05-17 06:07:35,3.918
2176,2026-05-17 06:07:45,3.278
2177,2026-05-17 06:07:55,3.508
2178,2026-05-17 06:08:05,3.688
2179,2026-05-17 06:08:15,3.696
2180,2026-05-17 06:08:25,3.918
2181,2026-05-17 06:08:35,3.204
2182,2026-05-17 06:08:45,2.909
2183,2026-05-17 06:08:55,3.885
2184,2026-05-17 06:09:05,3.713
2185,2026-05-17 06:09:15,3.77
2186,2026-05-17 06:09:25,3.704
2187,2026-05-17 06:09:35,3.663
2188,2026-05-17 06:09:45,3.36
2189,2026-05-17 06:09:55,3.754
2190,2026-05-17 06:10:05,2.844
2191,2026-05-17 06:10:15,3.614
2192,2026-05-17 06:10:25,3.483
2193,2026-05-17 06:10:35,3.606
2194,2026-05-17 06:10:45,3.688
2195,2026-05-17 06:10:55,3.45
2196,2026-05-17 06:11:05,3.336
2197,2026-05-17 06:11:15,3.368
2198,2026-05-17 06:11:25,3.303
2199,2026-05-17 06:11:35,3.049
2200,2026-05-17 06:11:45,3.032
2201,2026-05-17 06:11:55,3.426
2202,2026-05-17 06:12:05,3.606
2203,2026-05-17 06:12:15,3.5
2204,2026-05-17 06:12:25,3.295
2205,2026-05-17 06:12:35,3.713
2206,2026-05-17 06:12:45,3.245
2207,2026-05-17 06:12:55,3.377
2208,2026-05-17 06:13:05,3.114
2209,2026-05-17 06:13:15,3.663
2210,2026-05-17 06:13:25,3.27
2211,2026-05-17 06:13:35,3.557
2212,2026-05-17 06:13:45,3.704
2213,2026-05-17 06:13:55,3.016
2214,2026-05-17 06:14:05,2.868
2215,2026-05-17 06:14:15,3.606
2216,2026-05-17 06:14:25,3.598
2217,2026-05-17 06:14:35,3.18
2218,2026-05-17 06:14:45,3.188
2219,2026-05-17 06:14:55,3.163
2220,2026-05-17 06:15:05,3.696
2221,2026-05-17 06:15:15,3.024
2222,2026-05-17 06:15:25,2.95
2223,2026-05-17 06:15:35,3.811
2224,2026-05-17 06:15:45,3.303
2225,2026-05-17 06:15:55,3.032
2226,2026-05-17 06:16:05,3.336
2227,2026-05-17 06:16:15,3.508
2228,2026-05-17 06:16:25,3.295
2229,2026-05-17 06:16:35,3.352
2230,2026-05-17 06:16:45,3.327
2231,2026-05-17 06:16:55,3.09
2232,2026-05-17 06:17:05,3.86
2233,2026-05-17 06:17:15,3.5
2234,2026-05-17 06:17:25,4.098
2235,2026-05-17 06:17:35,4.04
2236,2026-05-17 06:17:45,3.532
2237,2026-05-17 06:17:55,3.27
2238,2026-05-17 06:18:05,3.254
2239,2026-05-17 06:18:15,3.573
2240,2026-05-17 06:18:25,3.5
2241,2026-05-17 06:18:35,3.549
2242,2026-05-17 06:18:45,3.614
2243,2026-05-17 06:18:55,3.385
2244,2026-05-17 06:19:05,3.745
2245,2026-05-17 06:19:15,3.377
2246,2026-05-17 06:19:25,3.598
2247,2026-05-17 06:19:35,3.573
2248,2026-05-17 06:19:45,3.459
2249,2026-05-17 06:19:55,3.5
2250,2026-05-17 06:20:05,3.04
2251,2026-05-17 06:20:15,3.401
2252,2026-05-17 06:20:25,3.737
2253,2026-05-17 06:20:35,3.852
2254,2026-05-17 06:20:45,3.024
2255,2026-05-17 06:20:55,3.885
2256,2026-05-17 06:21:05,3.68
2257,2026-05-17 06:21:15,3.336
2258,2026-05-17 06:21:25,3.377
2259,2026-05-17 06:21:35,3.467
2260,2026-05-17 06:21:45,4.122
2261,2026-05-17 06:21:55,3.491
2262,2026-05-17 06:22:05,3.081
2263,2026-05-17 06:22:15,3.385
2264,2026-05-17 06:22:25,3.614
2265,2026-05-17 06:22:35,3.442
2266,2026-05-17 06:22:45,3.549
2267,2026-05-17 06:22:55,3.524
2268,2026-05-17 06:23:05,3.426
2269,2026-05-17 06:23:15,3.598
2270,2026-05-17 06:23:25,3.081
2271,2026-05-17 06:23:35,3.491
2272,2026-05-17 06:23:45,3.426
2273,2026-05-17 06:23:55,3.59
2274,2026-05-17 06:24:05,3.106
2275,2026-05-17 06:24:15,3.237
2276,2026-05-17 06:24:25,3.5
2277,2026-05-17 06:24:35,3.245
2278,2026-05-17 06:24:45,3.262
2279,2026-05-17 06:24:55,2.926
2280,2026-05-17 06:25:05,3.54
2281,2026-05-17 06:25:15,3.483
2282,2026-05-17 06:25:25,3.557
2283,2026-05-17 06:25:35,3.68
2284,2026-05-17 06:25:45,4.418
2285,2026-05-17 06:25:55,4.393
2286,2026-05-17 06:26:05,4.36
2287,2026-05-17 06:26:15,4.352
2288,2026-05-17 06:26:25,4.344
2289,2026-05-17 06:26:35,4.344
2290,2026-05-17 06:26:45,4.336
2291,2026-05-17 06:26:55,4.311
2292,2026-05-17 06:27:05,4.303
2293,2026-05-17 06:27:15,4.286
2294,2026-05-17 06:27:25,4.295
2295,2026-05-17 06:27:35,4.147
2296,2026-05-17 06:27:45,4.139
2297,2026-05-17 06:27:55,4.131
2298,2026-05-17 06:28:05,4.122
2299,2026-05-17 06:28:15,4.114
2300,2026-05-17 06:28:35,4.098
2301,2026-05-17 06:28:45,4.081
2302,2026-05-17 06:28:55,4.073
2303,2026-05-17 06:29:05,3.508
2304,2026-05-17 06:29:15,3.409
2305,2026-05-17 06:29:25,3.524
2306,2026-05-17 06:29:35,3.262
2307,2026-05-17 06:29:45,3.418
2308,2026-05-17 06:29:55,3.434
2309,2026-05-17 06:30:05,3.688
2310,2026-05-17 06:30:05,3.688
2311,2026-05-17 06:30:15,3.655
2312,2026-05-17 06:30:25,3.081
2313,2026-05-17 06:30:35,3.68
2314,2026-05-17 06:30:44,3.106
2315,2026-05-17 06:30:54,3.647
2316,2026-05-17 06:31:04,3.844
2317,2026-05-17 06:31:14,3.426
2318,2026-05-17 06:31:24,3.27
2319,2026-05-17 06:31:34,3.631
2320,2026-05-17 06:31:44,3.631
2321,2026-05-17 06:31:54,3.45
2322,2026-05-17 06:32:04,3.172
2323,2026-05-17 06:32:14,3.204
2324,2026-05-17 06:32:24,3.442
2325,2026-05-17 06:32:34,3.926
2326,2026-05-17 06:32:44,3.401
2327,2026-05-17 06:32:54,3.319
2328,2026-05-17 06:33:04,3.057
2329,2026-05-17 06:33:14,2.647
2330,2026-05-17 06:33:24,3.254
2331,2026-05-17 06:33:34,3.516
2332,2026-05-17 06:33:44,3.5
2333,2026-05-17 06:33:54,3.311
2334,2026-05-17 06:34:04,3.163
2335,2026-05-17 06:34:14,3.516
2336,2026-05-17 06:34:34,4.442
2337,2026-05-17 06:34:44,4.426
2338,2026-05-17 06:34:54,4.426
2339,2026-05-17 06:35:04,4.426
2340,2026-05-17 06:35:14,4.418
2341,2026-05-17 06:35:24,4.418
2342,2026-05-17 06:35:34,4.409
2343,2026-05-17 06:35:44,4.409
2344,2026-05-17 06:35:54,4.393
2345,2026-05-17 06:36:04,4.393
2346,2026-05-17 06:36:14,4.393
2347,2026-05-17 06:36:24,4.377
2348,2026-05-17 06:36:34,4.385
2349,2026-05-17 06:36:44,4.377
2350,2026-05-17 06:36:54,4.377
2351,2026-05-17 06:37:04,4.377
2352,2026-05-17 06:37:14,4.368
2353,2026-05-17 06:37:24,4.36
2354,2026-05-17 06:37:34,4.368
2355,2026-05-17 06:37:44,4.377
2356,2026-05-17 06:37:54,4.352
2357,2026-05-17 06:38:04,4.352
2358,2026-05-17 06:38:14,4.36
2359,2026-05-17 06:38:24,4.36
2360,2026-05-17 06:38:34,4.352
2361,2026-05-17 06:38:44,4.344
2362,2026-05-17 06:38:54,4.352
2363,2026-05-17 06:39:04,4.344
2364,2026-05-17 06:39:14,4.344
2365,2026-05-17 06:39:24,4.336
2366,2026-05-17 06:39:34,4.327
2367,2026-05-17 06:39:44,4.327
2368,2026-05-17 06:39:54,4.327
2369,2026-05-17 06:40:04,4.327
2370,2026-05-17 06:40:14,4.327
2371,2026-05-17 06:40:24,4.319
2372,2026-05-17 06:40:34,4.319
2373,2026-05-17 06:40:44,4.319
2374,2026-05-17 06:40:54,4.311
2375,2026-05-17 06:41:04,4.311
2376,2026-05-17 06:41:14,4.311
2377,2026-05-17 06:41:24,4.303
2378,2026-05-17 06:41:34,4.303
2379,2026-05-17 06:41:44,4.303
2380,2026-05-17 06:41:54,4.295
2381,2026-05-17 06:42:04,4.295
2382,2026-05-17 06:42:14,4.303
2383,2026-05-17 06:42:24,4.295
2384,2026-05-17 06:42:34,4.303
2385,2026-05-17 06:42:44,4.286
2386,2026-05-17 06:42:54,3.188
2387,2026-05-17 06:43:04,3.36
2388,2026-05-17 06:43:14,3.311
2389,2026-05-17 06:43:24,3.5
2390,2026-05-17 06:43:34,3.073
2391,2026-05-17 06:43:44,3.204
2392,2026-05-17 06:43:54,3.262
2393,2026-05-17 06:44:04,3.5
2394,2026-05-17 06:44:14,3.122
2395,2026-05-17 06:44:24,3.213
2396,2026-05-17 06:44:34,3.45
2397,2026-05-17 06:44:44,3.704
2398,2026-05-17 06:44:54,3.672
2399,2026-05-17 06:45:04,3.663
2400,2026-05-17 06:45:14,3.959
2401,2026-05-17 06:45:24,3.811
2402,2026-05-17 06:45:34,3.385
2403,2026-05-17 06:45:44,2.909
2404,2026-05-17 06:45:54,3.893
2405,2026-05-17 06:46:04,3.426
2406,2026-05-17 06:46:04,3.426
2407,2026-05-17 06:46:14,3.204
2408,2026-05-17 06:46:24,3.565
2409,2026-05-17 06:46:34,3.827
2410,2026-05-17 06:46:45,3.54
2411,2026-05-17 06:46:55,3.418
2412,2026-05-17 06:47:05,3.491
2413,2026-05-17 06:47:15,3.303
2414,2026-05-17 06:47:25,3.86
2415,2026-05-17 06:47:35,3.229
2416,2026-05-17 06:47:45,3.655
2417,2026-05-17 06:47:55,3.704
2418,2026-05-17 06:48:05,3.598
2419,2026-05-17 06:48:15,3.516
2420,2026-05-17 06:48:25,3.819
2421,2026-05-17 06:48:35,3.336
2422,2026-05-17 06:48:45,3.368
2423,2026-05-17 06:48:55,3.295
2424,2026-05-17 06:49:05,3.073
2425,2026-05-17 06:49:15,3.836
2426,2026-05-17 06:49:25,3.95
2427,2026-05-17 06:49:35,2.918
2428,2026-05-17 06:49:45,3.631
2429,2026-05-17 06:49:55,3.999
2430,2026-05-17 06:50:05,3.5
2431,2026-05-17 06:50:15,3.336
2432,2026-05-17 06:50:25,3.401
2433,2026-05-17 06:50:35,3.639
2434,2026-05-17 06:50:45,3.491
2435,2026-05-17 06:50:55,3.147
2436,2026-05-17 06:51:05,3.549
2437,2026-05-17 06:51:15,3.172
2438,2026-05-17 06:51:25,3.491
2439,2026-05-17 06:51:35,3.704
2440,2026-05-17 06:51:45,3.581
2441,2026-05-17 06:51:55,3.549
2442,2026-05-17 06:52:05,3.524
2443,2026-05-17 06:52:15,3.409
2444,2026-05-17 06:52:25,3.532
2445,2026-05-17 06:52:35,3.532
2446,2026-05-17 06:52:45,3.319
2447,2026-05-17 06:52:55,3.196
2448,2026-05-17 06:53:05,3.434
2449,2026-05-17 06:53:15,3.254
2450,2026-05-17 06:53:25,3.344
2451,2026-05-17 06:53:35,3.352
2452,2026-05-17 06:53:45,3.663
2453,2026-05-17 06:53:55,3.524
2454,2026-05-17 06:54:05,3.663
2455,2026-05-17 06:54:15,3.114
2456,2026-05-17 06:54:25,3.401
2457,2026-05-17 06:54:35,3.77
2458,2026-05-17 06:54:45,3.795
2459,2026-05-17 06:54:55,3.172
2460,2026-05-17 06:55:05,3.008
2461,2026-05-17 06:55:15,3.5
2462,2026-05-17 06:55:25,3.59
2463,2026-05-17 06:55:35,3.278
2464,2026-05-17 06:55:45,3.614
2465,2026-05-17 06:55:55,4.032
2466,2026-05-17 06:56:05,3.147
2467,2026-05-17 06:56:15,3.336
2468,2026-05-17 06:56:25,3.557
2469,2026-05-17 06:56:35,3.409
2470,2026-05-17 06:56:45,3.221
